question_id	answer_id	user_id	post_type
44911378		8248670	question
44911378	44911745	2097240	answer
44911378	44911772	7957846	answer
44758894		3794110	question
44758894	44759105	7117003	answer
44583792		6601767	question
44583792	44586523	5236005	answer
44500526		1127387	question
44500526	44530760	1127387	answer
44463932		8138533	question
44463932	44464357	1713850	answer
44463932	44465021	2097240	answer
44010266		8021465	question
42313046		4359305	question
42313046	42314890	7584913	answer
42313046	42410436	4359305	answer
42346516		3218279	question
42346516	42346782	5903959	answer
58572274		9082644	question
58572274	58572625	8342910	answer
58565394		12264499	question
58565394	58566065	1329739	answer
58565394	58574260	2959389	answer
58538135		11387015	question
58538135	58538364	8563649	answer
58453700		1930011	question
58453700	58468503	5723385	answer
58470877		10286273	question
58470877	58473735	1190882	answer
58458720		10416670	question
58458720	58460050	9477338	answer
58458720	58460087	12094550	answer
50715928		4902934	question
50715928	50716411	4902934	answer
50715928	58411594	12226012	answer
58344477		4146344	question
58344477	58392540	2097240	answer
58327372		1319915	question
58327372	58328560	5974433	answer
58294835		9654709	question
58294835	58300459	9318372	answer
58262303		12166442	question
58262303	58263291	7212365	answer
58198083		12152654	question
58198083	58198117	5763590	answer
58001456		1917160	question
58001456	58001684	1917160	answer
57972482		11824234	question
57972482	57972897	5536259	answer
57863306		10761064	question
57863306	57863581	1898734	answer
57863306	57863932	9828197	answer
43318101		2527680	question
43318101	44301698	552927	answer
43318101	50641745	1507527	answer
43318101	57568548	11480909	answer
56155048		7558022	question
56155048	57801465	11530462	answer
51656000		8516059	question
51656000	51657016	8563649	answer
51656000	52375589	10348869	answer
51656000	57798754	9162147	answer
57745893		2110356	question
57745893	57746472	10606534	answer
57640507		10905984	question
57629034		3711266	question
41708865		6137334	question
41708865	41723032	3111778	answer
57237671		7717192	question
57237671	57237690	11381650	answer
57237671	57299594	10886420	answer
57261771		5013992	question
57237748		2415802	question
57237748	57237768	2099607	answer
57237748	57237778	user11563547	answer
57205032		3001736	question
57205032	57205169	2099607	answer
57175013		7717192	question
57175013	57196466	2099607	answer
57175459		11763318	question
57174825		7717192	question
57174825	57174858	4578111	answer
57174825	57176551	11607309	answer
57030382		5451631	question
57030382	57031202	349130	answer
56984200		5049813	question
49175961		2104088	question
49175961	49176557	5030164	answer
49175961	49176913	9429907	answer
49175961	56993864	4867531	answer
56912336		11746905	question
51587279		7896849	question
51587279	51589998	5495381	answer
56323567		4419588	question
56323567	56324236	5825953	answer
56278518		818663	question
56278518	56308916	9078508	answer
56308419		11555602	question
53770761		10014485	question
53770761	53778852	2097240	answer
53770761	56299312	622104	answer
56099852		347484	question
56021627		10413480	question
56021627	56022101	349130	answer
49464636		7250730	question
49464636	55769374	8272600	answer
55533413		11277304	question
55533413	55543516	1967571	answer
55533413	55827001	11277304	answer
55617648		6047750	question
55617648	55627939	11340515	answer
55602703		7241796	question
55597112		6676541	question
55463959		11276890	question
55463959	55490373	11276890	answer
55157832		9011045	question
55157832	55158222	6620283	answer
55157832	55158267	10953776	answer
55157832	55158275	10455493	answer
55157832	55161358	5154274	answer
55120458		11189857	question
55120458	55120700	7896849	answer
55115837		7256784	question
55115837	55116413	10983999	answer
54846398		7175140	question
54846398	54857354	6560413	answer
50128278		7908461	question
50128278	50128576	9014655	answer
50128278	50130315	6940428	answer
50128278	54247971	8011397	answer
53993955		10763046	question
53993955	53997239	5770873	answer
53749895		10782523	question
53749895	53749978	2097240	answer
53703825		7873912	question
53703825	53727604	7873912	answer
53654594		6109845	question
53654594	53654863	2099607	answer
53654594	53723061	6109845	answer
53578009		6562470	question
53578009	53578632	9703830	answer
53532959		9511772	question
53392793		10679504	question
53392793	53462075	10679504	answer
50061393		6752591	question
50061393	50061478	9675667	answer
50061393	50061570	6583140	answer
46701216		3667241	question
46701216	46704606	5359882	answer
53275045		1773216	question
53275045	53275323	2099607	answer
52691538		9749306	question
52691538	52691752	9179860	answer
52691538	52691920	2099607	answer
52109738		1381666	question
52109738	52110172	5230735	answer
52088807		5491698	question
52075519		8766532	question
52075519	52080268	9758922	answer
51896013		6382526	question
51896013	51896570	2099607	answer
51809132		8617586	question
51809132	51844178	8617586	answer
51737993		10195041	question
51737993	51738117	3351984	answer
51695149		1385975	question
51695149	51695226	7583778	answer
51695149	51695478	1385975	answer
50309488		8798570	question
50309488	51567255	9686324	answer
51522011		9079989	question
51506191		7245353	question
51506191	51506562	349130	answer
51503939		7245353	question
51257037		user5339769	question
51257037	51265433	7370153	answer
51211816		9496744	question
50525283		1553662	question
50525283	50525464	8357000	answer
50366626		9492604	question
50366626	50377239	62288	answer
50319873		9785107	question
50319873	50326237	1626564	answer
49862270		3661120	question
49862270	49862339	712995	answer
49592049		9308528	question
49592049	49593190	2027457	answer
49436628		9536611	question
49436628	49439621	2429640	answer
49363410		2346564	question
49363410	49364311	5797699	answer
49334642		7855237	question
49239478		7785666	question
49239478	49243900	9412325	answer
49006083		9417886	question
48853066		746999	question
48853066	48853597	58866	answer
48534517		3959018	question
48212629		3979919	question
48212629	48212881	5974433	answer
42386797		6311081	question
42386797	42635977	1869715	answer
46734134		2179021	question
46734134	46822846	2230844	answer
46247619		6105651	question
46247619	46249708	1518628	answer
46018905		8553203	question
46018905	46021028	4393970	answer
41855512		2221270	question
41855512	41855937	5974433	answer
41855512	42945707	448357	answer
41855512	43069409	562769	answer
41855512	43930523	3371265	answer
37379623		588855	question
37379623	37380692	364772	answer
50210953		9535607	question
50210953	58413512	5074448	answer
55902068		11304345	question
55902068	57677374	11530462	answer
40046619		2179021	question
40046619	40066895	5637569	answer
40046619	45010572	7008416	answer
40046619	57423988	10602920	answer
56565888		11637595	question
56565888	57400063	2168245	answer
53266213		6346529	question
53266213	53266992	2099607	answer
53266213	57333067	MOOYUU	answer
40690598		3993741	question
40690598	40690711	1951176	answer
40690598	42750563	562769	answer
40690598	44625370	8144379	answer
40690598	44833979	5269988	answer
40690598	45773574	8488350	answer
40690598	47241562	2168281	answer
56865344		11733048	question
56865344	56875660	2455494	answer
56865344	57002007	10685311	answer
56922590		7231742	question
49987631		9658877	question
49987631	49988734	1626564	answer
49987631	56871839	10671392	answer
56862032		9297060	question
56739708		9893826	question
56739708	56740399	5298937	answer
51885739		9749306	question
51885739	56739003	11692518	answer
56665564		11150019	question
56657993		11667181	question
56657993	56658149	5668710	answer
52435394		2129212	question
52435394	52488462	992489	answer
52435394	56610704	11108743	answer
56598010		9939358	question
56598010	56598443	9939358	answer
52172956		10279275	question
52172956	52179406	7606121	answer
55923212		10583074	question
55923212	55923962	11352300	answer
55916235		7226636	question
55916235	55916319	2760995	answer
55883795		7133431	question
55883795	55883947	5154274	answer
55875281		7133431	question
55875281	55875369	596325	answer
55835834		11406812	question
55835834	55835904	10548514	answer
55833616		8889727	question
55660786		10994003	question
55660786	55660844	2099607	answer
55181044		9636774	question
55181044	55198619	5786339	answer
55181044	55431517	9636774	answer
55368195		7241796	question
55360828		11013499	question
55360828	55362637	2099607	answer
55324025		8499517	question
55207296		9110892	question
55207296	55278352	10005061	answer
55246565		1883795	question
55246565	55249513	423926	answer
55218252		9420677	question
55218252	55219711	8742334	answer
55218022		3848844	question
55213599		11214765	question
52856155		1727392	question
52856155	55174412	1727392	answer
54690223		5535056	question
54426725		8675342	question
54426725	54497392	10513982	answer
54457016		4629950	question
54457016	54457339	9277245	answer
54293501		4406595	question
53030636		1617910	question
53030636	54165635	10906564	answer
54093755		6498972	question
54075399		6498972	question
54075399	54075482	2099607	answer
53971451		1243445	question
53971451	53971555	349130	answer
53941590		4505601	question
53941590	53942147	2099607	answer
53884001		10748217	question
53884001	53884194	3073930	answer
53884001	53884315	2099607	answer
53867653		2907420	question
53867653	53867772	3987085	answer
53859881		7974205	question
53831840		9251200	question
53831840	53832390	5495381	answer
53831840	53832876	9890698	answer
47352366		4348534	question
47352366	48066963	9163909	answer
53571236		7865134	question
53571236	53571324	10633290	answer
53571236	53576147	5383733	answer
53562493		4933735	question
53562493	53562579	2099607	answer
53298106		10048730	question
53298106	53298871	953674	answer
53214189		1958843	question
53214189	53214433	2099607	answer
53122721		9200834	question
53031162		1298461	question
53031162	53031294	2099607	answer
52902937		7536495	question
52871934		10523094	question
52871934	52879084	4790871	answer
52857557		7575552	question
52857557	52857819	2099607	answer
46998182		8850850	question
46998182	46999522	8850850	answer
52620141		9768291	question
52620141	52620780	349130	answer
52579346		5634425	question
52579346	52581210	5025377	answer
52577355		10436726	question
52577355	52578248	2099607	answer
52543817		13820	question
52543817	52571237	13820	answer
52045585		10281290	question
51958745		10102727	question
51879667		8185479	question
51879667	51880461	4867531	answer
51618762		2360081	question
51618762	51671679	7067304	answer
51617857		2743206	question
51617857	51626256	2743206	answer
51575306		7626839	question
51575306	51576032	5495381	answer
51575306	51578138	7621113	answer
51549056		9813788	question
51549056	51552632	2099607	answer
51501741		10111057	question
51481371		7505228	question
51481371	51481903	8563649	answer
51466437		10110703	question
51466437	51466622	349130	answer
51466437	51467918	7042560	answer
51308607		9234472	question
51308607	51315665	4673198	answer
50876172		9946584	question
50876172	50877539	9758922	answer
50876172	50905020	9946584	answer
50876172	50905451	9305450	answer
50883917		6630072	question
50883917	50884034	1574073	answer
50755544		8672055	question
50755544	50756554	9758922	answer
50257839		8644572	question
50257839	50258069	624547	answer
49857979		3291312	question
49857979	49906793	2230844	answer
49950865		3747765	question
49950865	49952428	8112138	answer
49950865	49953833	9412325	answer
42606207		1928515	question
42606207	42607110	7137636	answer
49886574		2353196	question
49644124		2311063	question
49644124	49644460	9305450	answer
45286957		5292951	question
45286957	49600827	9179860	answer
47417897		5554930	question
47417897	47429294	5465000	answer
47228270		2179021	question
47228270	47228447	2097240	answer
47149254		644566	question
47149254	47149405	826970	answer
46619869		2179021	question
46619869	46620771	4727666	answer
45343557		2469211	question
45343557	45345833	4796906	answer
44467974		8139623	question
44434359		3222184	question
44434359	44434743	977098	answer
44375351		6711444	question
43954712		6257020	question
43954712	43964847	562769	answer
43571323		6453526	question
42360110		541106	question
42360110	42361266	3994824	answer
42360110	42363290	7137636	answer
58527815		11355006	question
58527815	58528879	8455692	answer
58528291		12263847	question
58500095		10313194	question
58500095	58500475	10416716	answer
58441398		12235325	question
58441398	58442807	7024006	answer
58428466		4332075	question
58428466	58428848	4332075	answer
58418290		4980684	question
58418290	58418425	774331	answer
48355700		9133109	question
48355700	48359808	4685471	answer
58277932		9654709	question
58277932	58278605	7212365	answer
58221763		12131295	question
57808156		3183808	question
57808156	57821187	10190971	answer
57808156	58183602	3183808	answer
58174470		5640161	question
58174470	58174572	12102280	answer
58174470	58174610	11897007	answer
58174470	58178948	5597718	answer
57785752		12018753	question
57785752	57791481	7121231	answer
57865460		2856460	question
57865460	57866964	5652313	answer
57719531		5510818	question
57719531	57720959	1190882	answer
57719531	57731042	5510818	answer
57648932		11975431	question
57648932	57649599	3069214	answer
57648932	57680664	11975431	answer
57642361		7748163	question
57642361	57643045	2097240	answer
49161208		3633250	question
49161208	57574101	3336192	answer
56134016		6638840	question
56134016	56137820	6638840	answer
56134016	56864552	4303084	answer
56134016	57367869	9866433	answer
57254821		7943285	question
55158226		7250730	question
55158226	55158396	6187682	answer
55158226	57236391	user3717211	answer
57204355		10879227	question
57204355	57204697	2099607	answer
57016929		11773701	question
57016929	57032027	1626564	answer
56320749		11235680	question
56320749	56323772	8796240	answer
56320749	57023166	11749543	answer
57008032		2026108	question
56851288		11728795	question
56851288	56855675	5597718	answer
56819460		4985990	question
56819460	56822996	349130	answer
56711354		11683437	question
56711354	56711690	5668710	answer
56668672		10005867	question
56622231		11656005	question
56622231	56622713	5752859	answer
56312032		6760298	question
56295522		4979188	question
56280103		11377224	question
56280103	56280277	1140684	answer
56190344		9518837	question
56190344	56194495	9518837	answer
56163315		5265527	question
56163315	56164036	5265527	answer
55171360		6204860	question
55171360	55184009	6204860	answer
56105489		4363423	question
56105489	56107148	235548	answer
56094714		11486833	question
56094714	56097579	349130	answer
55776865		11277952	question
55776865	55777207	2099607	answer
55671954		996366	question
55641386		8860764	question
55524018		992291	question
55498306		9741463	question
47877565		7387488	question
47877565	47878986	2097240	answer
55019885		7250730	question
55019885	55024937	4895701	answer
55019885	55037106	5801539	answer
55019885	55213503	189247	answer
55019987		4292310	question
55019987	55099993	11152011	answer
55019987	55100852	2097240	answer
55019987	55196632	423926	answer
50144314		9732470	question
50144314	55172665	9234724	answer
55165008		10555987	question
55165008	55166129	8036123	answer
54942029		11131459	question
54942029	54942241	1841450	answer
54824768		1150683	question
54824768	54895171	10886420	answer
54816056		11098153	question
54816056	54816200	1602613	answer
54816056	54816344	10513982	answer
54566195		10571471	question
53807153		7241796	question
53807153	53807230	8112138	answer
53693188		2607447	question
53693188	53719535	5452132	answer
53678978		10757549	question
53678978	53682436	2099607	answer
53277465		7326400	question
53277465	53279655	2099607	answer
53248435		4296481	question
53136212		5068933	question
52941192		9660268	question
52941192	52943475	5121457	answer
47545540		8778369	question
47545540	47545838	57191	answer
52771791		2596672	question
52771791	52773020	3963013	answer
52771791	52787328	2596672	answer
52781277		10494287	question
52781277	52783689	1372667	answer
52708764		10171009	question
52708764	52710032	2084944	answer
52678215		4547005	question
52678215	52678529	6145828	answer
52678215	52678833	5055862	answer
52678215	52680776	4547005	answer
52678215	52683222	5707705	answer
52678215	52689582	2099607	answer
52647115		1115237	question
52647115	52650092	2099607	answer
52678048		9545198	question
52392577		10381709	question
52034983		8100895	question
52034983	52105974	10262316	answer
52034983	52210610	2099607	answer
52067100		4117624	question
52067100	52067354	3098092	answer
52063286		1801640	question
51721589		8830456	question
51721589	51721911	4867531	answer
51595618		9904501	question
51100057		1553662	question
51100057	51100984	2099607	answer
50779773		9900116	question
50779773	50782391	9758922	answer
48547688		3977276	question
48547688	48552179	5974433	answer
49448230		8332212	question
49448230	50300787	9758922	answer
49944822		9675256	question
49944822	49950909	1626564	answer
46911596		3775778	question
46911596	46913596	712995	answer
49832900		8426349	question
49832900	49837870	9590820	answer
49832900	49838056	8913947	answer
49474467		4412324	question
49474467	49582776	4412324	answer
49345671		762845	question
49345671	49475838	762845	answer
49417181		2311063	question
49417181	49417399	8793975	answer
44647258		2612484	question
44647258	44658650	2097240	answer
44647258	45195058	6903745	answer
48898104		5905951	question
48898104	48963537	6735980	answer
48652113		8371191	question
48652113	48652866	9161094	answer
48624974		6855617	question
48624974	48625043	2432224	answer
48220660		9207437	question
48220660	48225470	2097240	answer
48222542		9207946	question
47724077		9074858	question
47724077	47724464	9074858	answer
47047057		8850850	question
47047057	47047865	8850850	answer
46384434		4419659	question
46384434	46384800	2097240	answer
45666675		7153699	question
45666675	45666830	8143158	answer
40402050		497600	question
40402050	44068623	3038460	answer
42309978		5896419	question
42309978	42560924	5896419	answer
41787873		5287146	question
41787873	41795508	2217210	answer
48550201		8278437	question
48550201	48550825	2097240	answer
48550201	56490347	2384397	answer
57901603		3120842	question
57901603	58220795	9084663	answer
58156573		10490334	question
58156573	58156835	306739	answer
58069052		10453757	question
53256877		user10638958	question
53256877	53263124	user9477964	answer
53256877	53267871	6150310	answer
53256877	57224367	4311535	answer
53256877	57995945	5944114	answer
57294718		9412416	question
57294718	57307187	8563649	answer
57294718	57312355	8490683	answer
57840199		10704050	question
57840199	57840352	8621405	answer
57302048		11050535	question
57302048	57304890	5810950	answer
57302048	57805843	7121231	answer
57734955		10704050	question
57734955	57735357	2255479	answer
57734955	57737501	10606534	answer
51995977		10267239	question
51995977	51996037	5668710	answer
51995977	52792646	7121726	answer
51995977	53294835	10578525	answer
51995977	54777347	1519264	answer
57533788		1830648	question
57533788	57534566	349130	answer
57487634		4305208	question
57486671		11210924	question
57453145		10263591	question
57453145	57453506	10263591	answer
57442975		11219622	question
57442975	57443841	11219622	answer
51181754		6413914	question
51181754	51193665	6413914	answer
51181754	51239820	10052081	answer
51181754	54608086	8279583	answer
51181754	57329552	4210341	answer
57235956		6236959	question
57223192		11569086	question
57185851		3272409	question
57185851	57197011	2099607	answer
56960432		9566710	question
56966085		11763609	question
56966085	56967169	10701497	answer
56911622		11746615	question
56911622	56911875	2154701	answer
56856652		8855704	question
56856652	56856745	349130	answer
52471464		9184988	question
52471464	56800628	11210924	answer
56301426		9718199	question
56301426	56303867	349130	answer
56297644		7474822	question
53584617		869606	question
53584617	53586613	10111931	answer
56126508		9348767	question
55944723		10846746	question
55926163		4720169	question
55891530		10577043	question
55891530	55892557	9477338	answer
55840172		5821937	question
55358568		4406595	question
55351581		10643367	question
55291653		11107475	question
55291653	55291980	6187009	answer
53686556		10754618	question
53686556	53686858	9060826	answer
53686556	55119389	9952440	answer
48493755		7201349	question
48493755	48494469	6779007	answer
48493755	48497019	8563649	answer
48493755	54551602	4137497	answer
51756108		3204706	question
51756108	51756370	9028015	answer
51756108	54618526	1179925	answer
49729522		6443723	question
49729522	54594876	3888336	answer
54130103		user10822357	question
54130103	54130829	5825953	answer
53581571		10082348	question
53581571	53584689	6126315	answer
53979199		163024	question
53979199	53979286	2099607	answer
53978295		2135819	question
53978295	53978321	2099607	answer
53902876		8186702	question
53902876	53907253	8186702	answer
53167108		6407393	question
53167108	53167709	2099607	answer
53667966		5550639	question
53667966	53671908	5550639	answer
53481675		4780863	question
53481675	53482045	5825953	answer
53481675	53482783	2097240	answer
53400895		7043716	question
53400895	53407323	2099607	answer
53317187		3645038	question
53317187	53317295	2099607	answer
53107867		9302655	question
53107867	53109330	349130	answer
53108547		10581436	question
53063116		10083164	question
52952057		3711219	question
52762825		7732470	question
52762825	52801261	7732470	answer
52751040		1511274	question
52751040	52752228	1511274	answer
52656293		1031417	question
52656293	52658555	1626564	answer
52656293	52662175	2099607	answer
52357812		4533188	question
52123816		1585523	question
52123816	52127761	2099607	answer
51915835		10245386	question
51915835	51915996	7250730	answer
51848429		8670625	question
51848429	51860914	4186749	answer
51755271		2464597	question
51683647		6401867	question
49852241		4697075	question
49852241	49859859	712995	answer
49852241	51674554	5801215	answer
51628450		10087954	question
51628450	51628996	8405902	answer
51628450	51632087	10062944	answer
51571578		3808266	question
51571578	51574072	8388062	answer
51559118		6666660	question
51559118	51560757	4867531	answer
51465526		8599868	question
51465526	51465830	2613361	answer
51380832		1330974	question
51308774		7245353	question
51308774	51308931	8563649	answer
51192220		6691834	question
51192220	51196036	5763590	answer
51145007		811344	question
51145007	51145712	10006376	answer
50824643		9932131	question
50341647		7687401	question
50341647	50342940	3098092	answer
50341647	50357226	7687401	answer
48750358		5499527	question
48750358	50339530	2281298	answer
49936002		9673453	question
49631404		7867665	question
49631404	49631485	349130	answer
49631404	49631516	8563649	answer
49569568		5360713	question
49569568	49570137	9412325	answer
49569568	49883719	1360267	answer
49868715		4996806	question
49868715	49872076	9590820	answer
49826642		9643932	question
49826642	49827152	6245501	answer
44746507		1115237	question
44746507	44747788	540873	answer
44746507	49814021	907575	answer
49445588		3178853	question
41531695		785494	question
41531695	41534323	5215538	answer
48746829		2375105	question
48538404		6435921	question
48513777		3959018	question
47946413		7038887	question
47946413	47949724	8665686	answer
47946413	47996856	3574081	answer
44861148		3624195	question
44861148	44863828	2097240	answer
40667979		3087119	question
40667979	40678051	3994824	answer
43525896		958168	question
43525896	43556198	636384	answer
43525896	43612453	958168	answer
40466303		7126576	question
40466303	40469180	5538787	answer
40466303	43481397	7886197	answer
40466303	43485984	7852514	answer
37965139		6498587	question
37965139	37966693	4446102	answer
37965139	40752326	5352399	answer
41001357		2461808	question
41001357	41006099	7020295	answer
